Broad Domain 1,Broad Domain 2,Broad Domain 3,Type,Title,Body,Body #2,Comprehension,Correct response,Incorrect response,Photo Url,Photo Name,Letters Missing,
Académicos/Trabajo/Desarrollo Profesional,,,Negative,Complicaciones en terminar,"Hoy estás proponiendo una nueva idea en una reunión. Solo tienes una hora antes de la reunión y no sabes por dónde empezar. Cuando piensas en tu capacidad para completar la propuesta, te sientes dudoso.",N/A,¿Podrás terminar tu propuesta a tiempo?,No,,https://drive.google.com/file/d/1HUpZhRLel0QTYYZM64ONySSJM68ju4jm/view?usp=sharing,50.jpg,2,
Académicos/Trabajo/Desarrollo Profesional,,,Resilience/Negation,Multitud del discurso,"Estás dando un discurso en una convención de trabajo. Mientras hablas, miras la audeiencia y notas que la expresión de tu jefe es casi inexpresiva, pero puedes distinguir un ligero ceño fruncido.","Después del discurso, te das cuenta de que a menudo las personas parecen inexpresivas y fruncen el ceño cuando están concentradas y se esfuerzan mucho. Piensas que es muy probable que tu jefe estuviera impresionado.",¿La expresión neutral de  tu jefe significa que está decepcionado con tu discurso?,No,,https://drive.google.com/file/d/1j_wTSZ6LyYqWqgOAZFYdxFtjd0jBduSd/view?usp=sharing,51.jpg,2,
Académicos/Trabajo/Desarrollo Profesional,Finanzas,,Positive,Mercado de trabajo,"Recientemente viste en las noticias que la economía ha estado particularmente mal. Aunque tu jefe normalmente te da buenas críticas, te preguntas si tu trabajo es seguro. Crees que probablemente estarás bien.",N/A,¿Es probable que te despidan?,No,,https://drive.google.com/file/d/1_T7rY6ZMUGkrrUUDGpQvHEG53QIE1J_h/view?usp=sharing,52.jpg,2,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Positive,Revisando tus cualificaciones,"Estás en una nueva ciudad y necesitas empezar a solicitar trabajos. Comienzas a revisar los requisitos para los puestos y, aunque has trabajado duro para preparar tu currículum, te preguntas si será suficiente. Piensas en tus logros y sabes que has hecho más que suficiente.",N/A,¿Estás calificado para estos nuevos trabajos?,Sí,,https://drive.google.com/file/d/1pcE3PZPJyiJCNCdBP0DGVbumVNri-Bev/view?usp=sharing,53.jpg,2,
Académicos/Trabajo/Desarrollo Profesional,,,Positive,Tomar una decisión,"Tu pareja quiere que acceptes un trabajo específico. Preferirías trabajar en un lugar diferente, pero tu pareja ha dejado claro que no está de acuerdo con esa decisión.  Cuando piensas en hablar con tu pareja sobre tu decisión, te sientes preparado. ",N/A,¿Puedes hablar con tu pareja sobre tu elección de trabajo?,Sí,,https://drive.google.com/file/d/1Z0nzrIQHVjl7UmtuA4nngOFyGYVvmBB-/view?usp=sharing,54.jpg,2,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Positive,Presentación importante,"Te han pedido que hagas una presentación sobre algunos de tus últimos proyectos en una conferencia importante. Esta es una gran oportunidad para resaltar el buen trabajo que has estado haciendo, pero te sientes nervioso al hablar frente a un grupo tan grande de compañeros.",N/A,"En la conferencia, la gente probablemente pensará que...",Haces un buen trabajo explicando tu trabajo reciente.,Te ves incómodo dando tu presentación.,https://drive.google.com/file/d/1mDkkEgN6DM4uUXlBqKzoV3AT0Fc6OUwv/view?usp=sharing,55.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,,,Positive,Una lectura larga,"Se te ha asignado una tarea y te esfuerzas mucho para asegurarte de que sea exhaustiva. El trabajo es bastante difícil. Cuando tu supervisor te vea, crees que juzgará tus esfuerzos como adecuados.",N/A,¿Tu supervisor juzgará sus esfuerzos como razonables?,Sí,,https://drive.google.com/file/d/10cmIqGD4ytSJ27IpEXRLxzafTtIOqEwb/view?usp=sharing,56.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,,,Negative,Errores tipográficos problemáticos,"Acabas de enviar un correo electrónico importante. Al releer lo que enviaste, ves un error tipográfico en la primera oración. Crees que deberías preocuparte.",N/A,¿Deberías estar preocupado por el error tipográfico?,Sí,,https://drive.google.com/file/d/1VI2RlOCEQp-MZuaDiydNX2wBxDcqv_kH/view?usp=sharing,47.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Positive,Contribuir a una discusión,Tu jefe convoca una reunión para discutir un nuevo proyecto que involucrará a la mayoría del personal de tu oficina. De repente se te pide que contribuyas con tus ideas a la discusión. Rápidamente se te ocurren algunas ideas en el momento y piensas que tus colegas encontrarán que tus ideas son interesantes e útiles.,N/A,Las personas en su oficina probablemente...,Apoyarán tus ideas,No le gustarán tus ideas,https://drive.google.com/file/d/1JLyALw0FAi4CqbIXE3sRzXwYRToDyEgw/view?usp=sharing,57.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,Situaciones Sociales,Resilience/Negation,Opinión importante,"Terminas una tarea que debes de entregar la próxima semana y le pides la opinión a tu jefe. Te dice que el trabajo está bien, excepto por una sección incompleta. Sientes que piensa que fuiste descuidado.","Al final, te das cuenta de que señaló el error para que pudieras mejorar la tarea antes de enviarla. Corriges la sección incompleta y crees que tu jefe pensará que estás aprendiendo.",¿Tu jefe quedó satisfecho con tu progreso?,Sí,,https://drive.google.com/file/d/1sS8e3ZmixCVH2YAFPuVlOAoIhpt-vfWE/view?usp=sharing,58.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Positive,Dando una presentación,"Tienes mucho trabajo para la evaluación de tu trabajo. Una de tus tareas más importantes es hacer una presentación extensa y bien preparada para tus compañeros de trabajo. Cuando te imaginas dando tu presentación, te sientes emocionado.",N/A,¿Estás deseando dar tu presentación a tus compañeros de trabajo?,Sí,,https://drive.google.com/file/d/1_2rE9XRzKQTqhk0TQjBqftLX-RvYtkqL/view?usp=sharing,59.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Resilience/Negation,Corrección rápida,"En el pasillo del trabajo, tu jefe te hace una pregunta y te das cuenta de que has respondido incorrectamente. Tu jefe te corrige. Crees que la experiencia de ser corregido por tu jefe es terrible.","Al final, recuerdas que cometer errores ocasionalmente no te hace un mal empleado. Tu jefe te corregió amablemente, porque es su trabajo, y sientes que toda la interacción estuvo bien.",¿Está bien responder incorrectamente de vez en cuando a una pregunta de su jefe?,Sí,,https://drive.google.com/file/d/1LkIEzSKHGt3ThPYYrQWPZjfUroEcuFve/view?usp=sharing,60.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Positive,Presentación opcional,"Tu jefe ha contratado a algunos pasantes para el verano. Te pide que te quedes después del trabajo para darles una breve presentación sobre los objetivos y valores de la universidad, pero te dice que esto es completamente opcional. Te sientes un poco nervioso por dar la presentación, y decides quedarte. ",N/A,¿Te quedas a dar la presentación opcional?,Sí,,https://drive.google.com/file/d/1f7AX8AtByV-EKIO86OXhrR2a6P9gCwXU/view?usp=sharing,61.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Vida Familiar y Doméstica,,Positive,Opiniones de otros,Te negaron un ascenso este año y sabes que tu amigo te estaba apoyando para que obtuvieras un ascenso. Frunce el ceño cuando le cuentas que no lo conseguiste. Le dices que trabajaste muy duro a pesar de no conseguir un ascenso y el está orgulloso del esfuerzo que hiciste durante todo el año.,N/A,¿Tu amigo está decepcionado porque no obtuviste el ascenso?,No,,https://drive.google.com/file/d/1WzyVq9WXRsCbwmV-3XbVYvTo1EVSJtPA/view?usp=sharing,62.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Positive,Participación,"Consideras asistir a un taller práctico en el que se requerirá tu opinión con frecuencia, a pesar de que no te gusta hablar frente a los demás. Después de asistir al taller, te das cuenta de que fue una decisión excelente.",N/A,¿Estás contento de haber asistido al taller?,Sí,,https://drive.google.com/file/d/1Dh2em2eifFjm2KkfZDfxM2WuvxRCmMV7/view?usp=sharing,63.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Resilience/Negation,Una presentación importante,"Tu jefe está viendo tu presentación en tu reunión de hoy. Durante la presentación, tropiezas mucho con tus palabras. Te sientes derrotado.  ","Mientras te sientes molesto, te das cuenta de que es natural cometer errores. Piensas que tu jefe no se acordará. ",¿Está bien que hayas cometido un error frente a tu jefe?,Sí,,https://drive.google.com/file/d/1pQHZTO39FaMtxe96k3wQ-bwUufBsPYvC/view?usp=sharing,64.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,,,Positive,Limitaciones futuras,Esta mañana escuchas en las noticia que muchas empresas están reduciendo personal. Piensas en qué sucederá si pierdes tu trabajo. Decides que será posible encontrar otro empleo.,N/A,"Si pierdes tu trabajo, probablemente que... ",Encontrarás un nuevo trabajo que disfrutas.,No podrás mantenerte económicamente.,https://drive.google.com/file/d/1RnImJE-U_C1bMfkgSBjJk7I4RaUqraB1/view?usp=sharing,65.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Resilience/Negation,Breve introducción,"Estás en un taller, y el líder le pide a todos los asistentes que se levanten y se presenten. Durante tu breve presentación, olvidas momentáneamente lo que planeaste decir, y la audiencia te mira con molestia.","Al final, te das cuenta de que todos tienen estos momentos, y te recuperas rápidamente. Mientras terminas de presentarte, ves que los demás están escuchando con gran interés.",¿Los demás pensaron que eres aburrido?,No,,https://drive.google.com/file/d/1lgF7Z1c-zfEyeOyad_Bo6EmeBmmYmSe7/view?usp=sharing,66.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Positive,Hilo de pensamientos,"Estás dando una presentación en el trabajo. Durante una de tus diapositivas, pierdes el hilo de tus pensamientos y tienes que tomar un momento para revisar tus notas. Mientras comienzas de nuevo, piensas que perder el hilo de los pensamientos durante una presentación es normal.",N/A,¿Es normal perder el hilo de pensamientos durante una presentación?,Sí,,https://drive.google.com/file/d/18pUrF5Rmh-siXj_KnjOng6LwnpmobMit/view?usp=sharing,67.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Positive,Trabajo inacabado,"Tuviste un día muy ocupado y no pudiste realizar todas sus tareas. En la cena, tu pareja habla orgullosamente de cómo terminó todo lo que tenía en la lista de tareas pendientes. Al pensar en si podrás completar tu trabajo mañana, te sientes seguro.",N/A,¿Podrás hacer todo?,Sí,,https://drive.google.com/file/d/1XUJUmJyqOQBx5b6nraIfLuK3CHwUNri0/view?usp=sharing,68.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Positive,Usando tecnología diferente,"Recientemente reemplazaste tu computadora portátil y tuviste que optar por una opción más económica. Tu jefe te pide que completes un proyecto que requiere una aplicación que tu nueva computadora no tiene. Cuando piensas en completar tu trabajo para este proyecto, te sientes capaz.",N/A,¿Te sientes capaz de completar el trabajo de este proyecto?,Sí,,https://drive.google.com/file/d/1GCrKOzwl1UC_Ekj6ZbzSSgZLWAASM60G/view?usp=sharing,69.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,,,Positive,Esperando grandes noticias,"Hoy recibirás un correo electrónico importante. Te dirá si recibiste un ascenso que realmente avanzaría tu carrera. Mientras piensas en esperar el correo electrónico, te sientes emocionado.",N/A,¿Te sientes miserable esperando el correo electrónico importante?,No,,https://drive.google.com/file/d/1p8eW_KLXFYr5TmnLnDsSXpM0xUI6bJ61/view?usp=sharing,41.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Positive,No invitado a cenar,"Acabas de empezar en un nuevo trabajo y trabajas con mucha gente nueva. Escuchas a algunos de ellos reírse juntos y hablar de salir a cenar y esperas a que te inviten, ansioso por hacer amigos, pero no lo hacen. Cuando piensas en tu futuro con este grupo, te sientes bien.",N/A,¿Es demasiado tarde para hacerte amigo de tus nuevos compañeros de trabajo?,No,,https://drive.google.com/file/d/1nVCrQvzsMF5KCRUZMiYr0rakkwQqslrO/view?usp=sharing,15.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Vida Familiar y Doméstica,,Negative,Noticias decepcionantes,"Una iniciativa nueva que fue empezada por ti y algunos otros compañeros fue rechazada por tu jefe. Tu tienes que contarles la noticia a tus compañeros, y cuando les dices, no dicen nada. Probablemente están decepcionados. ",N/A,¿Tus compañeros están decepcionados de que la iniciativa fuera rechazada?,Sí,,https://drive.google.com/file/d/15VPmA2W3BJTESFcdDiE0Xg8dzS88Klsc/view?usp=sharing,70.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Positive,Lograr tus objetivos,"Te gustaría postularte para un puesto más alto en tu trabajo y mejorar tus habilidades. Sabes que el proceso de selección es riguroso, pero sientes mucha pasión por lograr este objetivo y has trabajado duro para convertirte en un buen empleado. Sientes que tus posibilidades de conseguir este nuevo trabajo son razonables.",N/A,¿Piensas que tu solicitud te coloca en una buena posición para obtenerlo?,"Sí, me coloca en una buena posición para conseguir este nuevo trabajo","No, mi solicitud no será lo suficientemente buena para conseguir el trabajo.",https://drive.google.com/file/d/1igxjPun_TKPF2PxPdmtEwR3nqhrDFVFZ/view?usp=sharing,71.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Positive,Resultados de la evaluación,El tiempo para las evaluaciones del trabajo acaba de cerrar y no estás seguro de si saliste bien o no. Te sientes nervioso al pensar en cómo te calificaron otras personas. Piensas que estar nervioso es manejable.,N/A,¿Puedes tolerar tus nervios mientras esperas saber tus resultados?,Sí,,https://drive.google.com/file/d/1wsTsWXkjfok0Sn3yNthn2D51nUUgPfAo/view?usp=sharing,72.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Positive,Expresando tus ideas,"Mientras trabajas en un proyecto de grupo colaborativo en el trabajo, compartes tus ideas con tu grupo. Los miembros del grupo no reaccionan. Deben estar pensando en el proyecto.",N/A,¿Los miembros del grupo piensan que tus ideas son malas?,No,,https://drive.google.com/file/d/1LZX5Q9czPuvVzkKhTglyiF6nhzh1mqA1/view?usp=sharing,73.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,,,Negative,Gestión de múltiples posiciones,"Recientemente decidiste unirte a una nueva organización vecinal además de tu trabajo. En una reunión del nuevo grupo, trajiste el cuaderno equivocado y tienes notas para tu trabajo, que no son útiles aquí. Crees que será difícil compaginar tu participación en este nuevo grupo con tus responsabilidades laborales. ",N/A,¿Será difícil estar en esta nueva organización?,Sí,,https://drive.google.com/file/d/1riJmfoH9pMuH_OSdp0f7YQKFJ6FTfNrO/view?usp=sharing,74.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Resilience/Negation,Lograr tus objetivos,"Te gustaría postularse para un puesto más alto en tu trabajo y mejorar tus habilidades. Sabes que el proceso de selección es riguroso, pero sientes mucha pasión por lograr este objetivo y has trabajado duro para convertirse en un buen empleado.",Sientes que no eres un mal candidato y que tus posibilidades de conseguir este nuevo trabajo son buenas.,¿Tienes buenas posibilidades de conseguir un puesto más alto en tu trabajo?,Sí,No,https://drive.google.com/file/d/1igxjPun_TKPF2PxPdmtEwR3nqhrDFVFZ/view?usp=sharing,71.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Positive,Proyecto de grupo,"Estás trabajando en un proyecto de equipo muy importante. La fecha límite del proyecto se acerca y tus colegas aún no han completado su parte, y te preguntas si deberías hacerlas. Te comunicas con ellos expresando tus preocupaciones sobre la fecha límite y la carga de trabajo, y comienzan a trabajar de manera oportuna.",N/A,Tus colegas probablemente están...,Agradecidos de que hayas comunicado tus preocupaciones educadamente.,Molestos de que les estés diciendo qué hacer.,https://drive.google.com/file/d/1ZodO1F5ZuiDVjiFxjsv5k2GCuLpQwIRf/view?usp=sharing,75.jpg,all,
